accuracy,balanced_accuracy,precision,recall,f1,roc_auc,avg_precision,threshold
0.6803618090452261,0.7476347782277701,0.44507921380373333,0.8887518142235123,0.5929100621142049,0.8437884375889766,0.6951269547868585,0.5
